892a100002fffff,40.84783853482452,-73.78155911019876
892a1000033ffff,40.853235093799476,-73.77745840835998
892a1000047ffff,40.85819980779259,-73.79049918882815
892a100004bffff,40.860681749016244,-73.79702066680751
892a100004fffff,40.85809139971566,-73.79478478031658
892a1000063ffff,40.85291083640139,-73.79031376038513
892a1000067ffff,40.850320622432335,-73.78807862687371
892a100006fffff,40.85021230075742,-73.79236349566922
892a1000073ffff,40.85560942183233,-73.78826379273706
892a10000c3ffff,40.86629624315486,-73.78434792611816
892a10000d7ffff,40.86640426099173,-73.78006159781907
892a1000127ffff,40.82981539942501,-73.76164066631986
892a1000137ffff,40.83251268881598,-73.75959010781871
892a100014bffff,40.84255025154517,-73.78137473173109
892a1000183ffff,40.84578594605767,-73.75790267710214
892a10001b3ffff,40.84060485534822,-73.75343703853056
892a1000223ffff,40.849777426260765,-73.80950292368898
892a1000227ffff,40.84718766617907,-73.80726684483204
892a1000243ffff,40.86002747391816,-73.82273555119615
892a1000253ffff,40.862726902041445,-73.82068708354176
892a100025bffff,40.862617377143586,-73.82497312460576
892a1000267ffff,40.84955903634533,-73.81807260873057
892a1000277ffff,40.852258034002126,-73.81602433770183
892a1000283ffff,40.86316341287021,-73.80354286988639
892a100028bffff,40.86305452347906,-73.80782893061419
892a100028fffff,40.860464292747736,-73.80559231433867
892a10002b3ffff,40.85798283279856,-73.79907036710804
892a10002c3ffff,40.86553566907747,-73.81435209323601
892a10002c7ffff,40.86294547521,-73.81211498649799
892a10002d3ffff,40.8682351199292,-73.81230291658152
892a10002dbffff,40.86812590790574,-73.81658945115008
892a1000347ffff,40.839309868015995,-73.80484400219947
892a1000383ffff,40.845032171701256,-73.78789350278214
892a1000393ffff,40.847730453618404,-73.78584374428455
892a1000397ffff,40.84514032998192,-73.78360911258214
892a100039bffff,40.847622213650666,-73.79012837377545
892a10003b3ffff,40.83985222336364,-73.7834245133552
892a10004cfffff,40.88249045515025,-73.7720391217703
892a100051bffff,40.86175949864513,-73.75416215347288
892a1000543ffff,40.86154521963487,-73.76273389161818
892a1000557ffff,40.861652438573344,-73.75844802469098
892a1000577ffff,40.85377234672203,-73.756032732248
892a100059bffff,40.86726268311478,-73.74577081223931
892a100061bffff,40.87914216607075,-73.79981636866077
892a1000623ffff,40.86867037884335,-73.79515672983526
892a100062bffff,40.86856180249336,-73.79944328369666
892a100063bffff,40.87126107195064,-73.79739314189065
892a100064bffff,40.878815454713504,-73.81267890402593
892a1000667ffff,40.86845306722381,-73.80372983280685
892a1000677ffff,40.87115241377183,-73.80167993521725
892a100068bffff,40.8819502972951,-73.7934780194858
892a100068fffff,40.8793591786448,-73.79124132121619
892a10006d3ffff,40.887132669536655,-73.79795216989942
892a1000817ffff,40.803383476771984,-73.76073077458688
892a1000847ffff,40.803061013601976,-73.7735724133835
892a100086bffff,40.797667889660076,-73.77766916651119
892a100086fffff,40.79507927962021,-73.77543738339578
892a100089bffff,40.81136574581716,-73.7588629956926
892a10008a7ffff,40.798312314180556,-73.75198876964978
892a10008b7ffff,40.80100838922515,-73.74993904934311
892a10008c3ffff,40.81115107400587,-73.76742554411551
892a10008d7ffff,40.81125848915414,-73.76314427207117
892a100091bffff,40.78774267011495,-73.75162711032786
892a1000923ffff,40.77728125604002,-73.74698746075768
892a1000927ffff,40.77469276652964,-73.74475839526642
892a100092bffff,40.77717442342786,-73.75126561394477
892a100092fffff,40.774586015160786,-73.74903630965954
892a1000937ffff,40.77738793042413,-73.74270930342293
892a100093bffff,40.779869791227995,-73.74921677624904
892a1000953ffff,40.79022438831208,-73.75813653892176
892a100096fffff,40.776960283522314,-73.759821907685
892a1000983ffff,40.79065176156118,-73.7410191072053
892a100098fffff,40.78795619415124,-73.7430688722736
892a1000993ffff,40.793347378819526,-73.73896911020863
892a10009b3ffff,40.78547372152133,-73.73656063700878
892a10009cbffff,40.7929203137024,-73.75608751440498
892a10009d3ffff,40.79572321577746,-73.7497584200317
892a1000a03ffff,40.80252040652761,-73.79497505509201
892a1000a13ffff,40.805217428012355,-73.79292754783911
892a1000a1bffff,40.805108908193404,-73.79720830581338
892a1000a2bffff,40.79453831116512,-73.79683639708882
892a1000a2fffff,40.791950153995465,-73.79460367044754
892a1000a4bffff,40.80478239810486,-73.81005055126434
892a1000a4fffff,40.80219414124231,-73.80781658424344
892a1000a67ffff,40.7944296423934,-73.8011161858969
892a1000a6bffff,40.796908854654156,-73.80762942432293
892a1000a6fffff,40.794320815263276,-73.80539596995008
892a1000a73ffff,40.799714761567444,-73.80130260147666
892a1000a77ffff,40.797126513696526,-73.79906937408676
892a1000a87ffff,40.80543399232972,-73.78436601794138
892a1000a97ffff,40.80813091001547,-73.78231779182853
892a1000aabffff,40.800040306912244,-73.78846177445301
892a1000ac7ffff,40.80780605657301,-73.79516081020013
892a1000acbffff,40.81028604744144,-73.8016755587037
892a1000acfffff,40.8076974551721,-73.79944180700548
892a1000b03ffff,40.784402165496836,-73.77934931025457
892a1000b07ffff,40.78181402713484,-73.77711806202704
892a1000b0fffff,40.781706082387906,-73.781396666651
892a1000b13ffff,40.78709829865663,-73.77730172213145
892a1000b17ffff,40.784510033382396,-73.77507046243774
892a1000b1bffff,40.78699034934959,-73.78158080867018
892a1000b23ffff,40.77653010500693,-73.77693444329431
892a1000b27ffff,40.77394218461129,-73.77470370677737
